Component_Type_Upload_Code,Price_Level_Upload_Code,Dimension_Set,Leader_Scope,Follower_Scope,Mapping_Mode,Mapping_Value,Extraction_Time
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/DRBRN/000000000000313040,0052/01/08/18/07/JCKSN/000000000000313042,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20240522 11:19:47
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/DRBRN/000000000000313040,0052/01/08/18/07/JCKSN/000000000000313160,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20240522 11:19:47
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/DRBRN/000000000000313040,0052/01/08/18/07/JCKSN/000000000000523783,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20240522 11:22:35
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/EFGHM/000000000000153883,0052/01/08/18/07/EFGHM/000000000000153818,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20121029 14:38:05
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/EFGHM/000000000000153883,0052/01/08/18/07/EFGHM/000000000000153892,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20121029 14:38:13
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/EFGHM/000000000000153883,0052/01/08/18/07/EFGHM/000000000000530992,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20220221 14:28:10
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/EVNSV/000000000000153883,0052/01/08/18/07/EVNSV/000000000000153818,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20220926 08:17:34
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/EVNSV/000000000000153883,0052/01/08/18/07/EVNSV/000000000000153892,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20220926 08:18:06
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/FERRY/000000000000153883,0052/01/08/18/07/FERRY/000000000000153818,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20240515 15:23:48
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/FERRY/000000000000153883,0052/01/08/18/07/FERRY/000000000000153892,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20240515 15:23:48
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/FERRY/000000000000153883,0052/01/08/18/07/FERRY/000000000000498482,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20240515 15:23:48
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/FERRY/000000000000153883,0052/01/08/18/07/HOLND/000000000000153818,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20240515 15:23:48
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/FERRY/000000000000153883,0052/01/08/18/07/HOLND/000000000000153883,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20240515 15:23:48
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/FERRY/000000000000153883,0052/01/08/18/07/HOLND/000000000000153892,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20240515 15:23:48
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/FERRY/000000000000153883,0052/01/08/18/07/HOLND/000000000000154094,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20240515 15:23:48
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/FERRY/000000000000153883,0052/01/08/18/07/HOLND/000000000000498482,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20240515 15:23:48
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/FERRY/000000000000153883,0052/01/08/18/07/MUSKG/000000000000153818,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20240515 15:23:48
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/FERRY/000000000000153883,0052/01/08/18/07/MUSKG/000000000000153883,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20240515 15:23:48
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/FERRY/000000000000153883,0052/01/08/18/07/MUSKG/000000000000153892,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20240515 15:23:48
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/FERRY/000000000000153883,0052/01/08/18/07/MUSKG/000000000000498482,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20240515 15:23:48
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/FLINT/000000000000153883,0052/01/08/18/07/FLINT/000000000000153818,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20150708 12:03:06
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/FLINT/000000000000153883,0052/01/08/18/07/FLINT/000000000000153892,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20150708 12:03:06
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/FLINT/000000000000153883,0052/01/08/18/07/FLINT/000000000000498482,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20180115 11:03:48
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/FRFAX/000000000000153883,0052/01/08/18/07/FRFAX/000000000000153818,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20101202 21:32:45
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/FRFAX/000000000000153883,0052/01/08/18/07/FRFAX/000000000000153892,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20101202 21:32:45
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/FRFAX/000000000000153883,0052/01/08/18/07/FRFAX/000000000000402066,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20110301 14:33:23
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/FRFAX/000000000000153883,0052/01/08/18/07/FRFAX/000000000000402067,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20110301 14:33:23
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/FRFAX/000000000000306872,0052/01/08/18/07/FRFAX/000000000000306873,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20101202 21:30:59
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/FRFAX/000000000000306872,0052/01/08/18/07/FRFAX/000000000000339358,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20101202 21:30:59
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/GRNBY/000000000000153883,0052/01/08/18/07/GRNBY/000000000000153818,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20121011 12:51:52
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/GRNBY/000000000000153883,0052/01/08/18/07/GRNBY/000000000000153892,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20121018 13:19:06
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/GRNBY/000000000000153883,0052/01/08/18/07/GRNBY/000000000000154259,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20121011 12:51:52
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/GRNBY/000000000000153883,0052/01/08/18/07/GRNBY/000000000000530992,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20220114 11:46:24
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/GRNSB/000000000000153883,0052/01/08/18/07/GRNSB/000000000000153818,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20110314 14:38:24
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/GRNSB/000000000000153883,0052/01/08/18/07/GRNSB/000000000000153892,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20110314 14:38:24
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/GRNSB/000000000000153883,0052/01/08/18/07/GRNSB/000000000000154094,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20110314 14:38:24
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/HEYWH/000000000000153883,0052/01/08/18/07/HEYWH/000000000000153818,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20121011 13:04:59
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/HEYWH/000000000000153883,0052/01/08/18/07/HEYWH/000000000000153892,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20121011 13:04:59
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/HEYWH/000000000000153883,0052/01/08/18/07/HEYWH/000000000000530992,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20220221 14:27:42
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/HRSBG/000000000000153883,0052/01/08/18/07/HRSBG/000000000000153818,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20200611 10:37:06
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/HRSBG/000000000000153883,0052/01/08/18/07/HRSBG/000000000000153892,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20200611 10:37:06
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/HUNTN/000000000000153883,0052/01/08/18/07/HUNTN/000000000000153818,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20110405 22:16:11
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/HUNTN/000000000000153883,0052/01/08/18/07/HUNTN/000000000000153892,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20110405 22:16:11
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/INDY_/000000000000153883,0052/01/08/18/07/INDY_/000000000000153818,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20110405 22:17:39
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/INDY_/000000000000153883,0052/01/08/18/07/INDY_/000000000000153892,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20110405 22:17:39
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/INDY_/000000000000153883,0052/01/08/18/07/INDY_/000000000000498482,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20210928 08:39:02
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/INDY_/000000000000153883,0052/01/08/18/07/INDY_/000000000000530992,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20230606 14:20:51
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/JCKSN/000000000000153883,0052/01/08/18/07/JCKSN/000000000000153818,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20240522 11:21:33
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/JCKSN/000000000000153883,0052/01/08/18/07/JCKSN/000000000000153892,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20240522 11:21:33
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/JCKSN/000000000000153883,0052/01/08/18/07/JCKSN/000000000000154094,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20240522 11:21:33
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/JCKSN/000000000000153883,0052/01/08/18/07/JCKSN/000000000000498482,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20240522 11:21:33
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/JKSNV/000000000000153883,0052/01/08/18/07/JKSNV/000000000000153818,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20110314 14:40:21
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/JKSNV/000000000000153883,0052/01/08/18/07/JKSNV/000000000000153892,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20110314 14:40:21
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/JKSNV/000000000000153883,0052/01/08/18/07/JKSNV/000000000000498482,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20240514 11:08:16
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/JNCTY/000000000000153883,0052/01/08/18/07/JNCTY/000000000000153818,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20121011 13:20:03
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/JNCTY/000000000000153883,0052/01/08/18/07/JNCTY/000000000000153892,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20121011 13:20:03
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/JNCTY/000000000000153883,0052/01/08/18/07/JNCTY/000000000000154259,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20121011 13:20:03
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/JNCTY/000000000000153883,0052/01/08/18/07/JNCTY/000000000000530992,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20220114 11:45:52
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/KNOXV/000000000000153883,0052/01/08/18/07/KNOXV/000000000000153818,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20110314 14:46:22
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/KNOXV/000000000000153883,0052/01/08/18/07/KNOXV/000000000000153892,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20110314 14:46:22
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/KNOXV/000000000000153883,0052/01/08/18/07/KNOXV/000000000000154094,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20110323 09:44:16
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/LOUVL/000000000000153883,0052/01/08/18/07/LOUVL/000000000000153818,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20110405 22:19:30
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/LOUVL/000000000000153883,0052/01/08/18/07/LOUVL/000000000000153892,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20110405 22:19:30
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/LOUVL/000000000000153883,0052/01/08/18/07/LOUVL/000000000000426733,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20130325 13:42:37
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/LOUVL/000000000000153883,0052/01/08/18/07/LOUVL/000000000000426735,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20130325 13:43:10
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/LOUVL/000000000000154230,0052/01/08/18/07/LOUVL/000000000000154147,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20110405 22:20:58
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/LOUVL/000000000000154230,0052/01/08/18/07/LOUVL/000000000000306974,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20110405 22:20:58
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/LXTKY/000000000000153883,0052/01/08/18/07/LXTKY/000000000000153818,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20110405 22:22:21
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/LXTKY/000000000000153883,0052/01/08/18/07/LXTKY/000000000000153892,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20110405 22:22:21
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/LXTKY/000000000000153883,0052/01/08/18/07/LXTKY/000000000000498482,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20230524 13:48:04
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MACON/000000000000153883,0052/01/08/18/07/MACON/000000000000153818,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20110314 14:48:21
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MACON/000000000000153883,0052/01/08/18/07/MACON/000000000000153892,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20110314 14:48:21
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MACON/000000000000153883,0052/01/08/18/07/MACON/000000000000154094,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20190618 13:52:52
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MADSN/000000000000153883,0052/01/08/18/07/MADSN/000000000000153818,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20121011 13:23:21
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MADSN/000000000000153883,0052/01/08/18/07/MADSN/000000000000153892,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20121011 13:23:21
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MADSN/000000000000153883,0052/01/08/18/07/MADSN/000000000000154259,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20121011 13:23:21
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MADSN/000000000000153883,0052/01/08/18/07/MADSN/000000000000530992,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20220114 11:45:04
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MARIT/000000000000153883,0052/01/08/18/07/MARIT/000000000000153818,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20110412 15:55:53
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MARIT/000000000000153883,0052/01/08/18/07/MARIT/000000000000153892,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20110412 15:55:53
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MARIT/000000000000153883,0052/01/08/18/07/MARIT/000000000000498482,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20210804 09:38:14
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MEMPI/000000000000153883,0052/01/08/18/07/MEMPI/000000000000153818,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20150915 12:24:48
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MEMPI/000000000000153883,0052/01/08/18/07/MEMPI/000000000000153892,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20150915 12:24:48
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MEMPI/000000000000153883,0052/01/08/18/07/MEMPI/000000000000154094,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20150915 12:24:48
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MILWK/000000000000153883,0052/01/08/18/07/MILWK/000000000000153818,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20121019 08:09:50
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MILWK/000000000000153883,0052/01/08/18/07/MILWK/000000000000153892,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20121019 08:09:50
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MILWK/000000000000153883,0052/01/08/18/07/MILWK/000000000000154259,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20170307 14:48:41
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MILWK/000000000000153883,0052/01/08/18/07/MILWK/000000000000426733,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20121011 13:31:21
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MILWK/000000000000153883,0052/01/08/18/07/MILWK/000000000000426735,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20121011 13:31:21
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MILWK/000000000000153883,0052/01/08/18/07/MILWK/000000000000455755,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20141027 08:27:15
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MILWK/000000000000153883,0052/01/08/18/07/MILWK/000000000000530992,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20220114 11:41:40
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MILWK/000000000000154230,0052/01/08/18/07/MILWK/000000000000154147,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20121011 13:32:57
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MILWK/000000000000154230,0052/01/08/18/07/MILWK/000000000000306974,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20121011 13:32:57
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MILWK/000000000000154230,0052/01/08/18/07/MILWK/000000000000530990,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20220114 11:48:09
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MNTGM/000000000000153883,0052/01/08/18/07/MNTGM/000000000000153818,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20110314 14:52:54
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MNTGM/000000000000153883,0052/01/08/18/07/MNTGM/000000000000153892,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20110314 14:52:54
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MNTGM/000000000000153883,0052/01/08/18/07/MNTGM/000000000000154094,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20170922 14:58:14
ZPST,A996,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MOBIL/000000000000153883,0052/01/08/18/07/MOBIL/000000000000153818,USE_PRICE_METHOD,Branded Rack Comp Avg Follower,20110314 14:53:44
