Component_Type_Name,From_Domain,From_Dimension_Set,From_Dimension_Value,To_Domain,To_Dimension_Set,To_Dimension_Value,Map_Group_Name,Map_Type,Extraction_Time
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/SACKM/N3,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/SACKM/N7,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/SACRM/I0,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/SACRM/I5,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/SACRM/I6,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/SACRM/I8,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/SACRM/QY,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/SACRM/QV,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/SEATL/OU,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/SEATL/OO,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/SEATL/PL,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/SEATL/OZ,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/SEATL/SR,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/SEATL/TB,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/SEATL/SY,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/SEATL/SZ,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/SEATL/TD,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/SEATL/TA,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/SJOSE/N3,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/SJOSE/N7,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/SJOSE/QY,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/SJOSE/QV,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/SPOKN/OU,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/SPOKN/OO,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/SPOKN/PL,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/SPOKN/OZ,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/STKTB/I0,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/STKTB/I5,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/STKTB/I6,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/STKTB/I8,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/STKTB/I7,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/STKTB/I9,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/STKTB/M8,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/STKTB/N1,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/STKTB/M9,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/STKTB/M7,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/STKTB/N3,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/STKTB/N7,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/STKTB/QY,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/STKTB/QV,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/STKTN/I0,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/STKTN/I5,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/STKTN/I6,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/STKTN/I8,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/STKTN/I7,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/STKTN/I9,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/STKTN/QY,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/STKTN/QV,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/TACMA/PL,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/TACMA/OZ,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/UMTLA/9A,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/UMTLA/8Z,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/UMTLA/9C,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/UMTLA/9G,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/UMTLA/9D,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/UMTLA/9E,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/UMTLA/M8,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/UMTLA/N1,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/UMTLA/OU,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/UMTLA/OO,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/UMTLA/SR,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/UMTLA/TB,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 21 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/UMTLA/SY,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/21/19/07/UMTLA/SZ,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 22 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/22/18/07/CHICO/I1,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/22/18/07/CHICO/L3,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 22 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/22/18/07/CHICO/I2,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/22/18/07/CHICO/L2,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 22 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/22/18/07/CHICO/I3,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/22/18/07/CHICO/L1,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 22 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/22/18/07/FRESO/I1,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/22/18/07/FRESO/L3,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 22 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/22/18/07/FRESO/I2,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/22/18/07/FRESO/L2,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 22 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/22/18/07/FRESO/I3,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/22/18/07/FRESO/L1,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 22 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/22/18/07/PORLD/8A,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/22/18/07/PORLD/L9,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 22 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/22/18/07/PORLD/8X,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/22/18/07/PORLD/L7,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 22 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/22/18/07/PORLD/9L,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/22/18/07/PORLD/L5,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 22 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/22/18/07/PORLD/9M,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/22/18/07/PORLD/L6,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Rack Price Type 22 - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/22/18/07/PORLD/9N,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp,0097/01/22/18/07/PORLD/L8,MIGRATION,UNIT_OFFSET,20240702 12:06:05
