Component_Type_Name,From_Domain,From_Dimension_Set,From_Dimension_Value,To_Domain,To_Dimension_Set,To_Dimension_Value,Map_Group_Name,Map_Type,Extraction_Time
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/ATHNS/000000000000154212,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/ATHNS/000000000000365160,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/ATHNS/000000000000365227,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/ATLAN/000000000000365160,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/ATLAN/000000000000365227,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/BRMHM/000000000000154212,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/CHRLT/000000000000154212,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/COVGT/000000000000154230,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/DAYTN/000000000000154212,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/GRNSB/000000000000154212,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/JKSNV/000000000000154212,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MACON/000000000000154212,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MACON/000000000000365160,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MACON/000000000000365227,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/MEMPI/000000000000154212,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NASH_/000000000000154212,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/PANMA/000000000000153883,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/PANMA/000000000000154094,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/PTEVG/000000000000154212,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/SAUKC/000000000000153883,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/SAUKC/000000000000154259,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/SAVNA/000000000000153883,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/SELMA/000000000000154212,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/TAMPA/000000000000154212,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/19/07/LIMA_/000000000000371477,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/19/07/NICE_/000000000000354046,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/19/07/PANMA/000000000000354046,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/19/07/SAUKC/000000000000354024,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/19/07/SAUKC/000000000000354046,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/19/07/SAUKC/000000000000355278,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
JSM Pricing Report Data,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/18/07/NICE_/000000000000153883,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/PRODUCT,0052/01/08/19/07/SAVNA/000000000000354046,MIGRATION,USE_LEADER_METHOD,20240702 12:06:05
WoR - Branded Jobber - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp/PRODUCT,0097/01/08/18/07/SACRM/VJ/000000000000377051,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp/PRODUCT,0097/01/08/18/07/SACRM/VL/000000000000377053,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Branded Jobber - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp/PRODUCT,0097/01/08/18/07/SACRM/VJ/000000000000377051,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp/PRODUCT,0097/01/08/18/07/SACRM/VN/000000000000377055,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Branded Jobber - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp/PRODUCT,0097/01/08/18/07/SEATL/HS/000000000000341579,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp/PRODUCT,0097/01/08/18/07/SEATL/IK/000000000000341584,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Branded Jobber - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp/PRODUCT,0097/01/08/18/07/SEATL/HS/000000000000341579,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp/PRODUCT,0097/01/08/18/07/SEATL/IM/000000000000341581,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Branded Jobber - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp/PRODUCT,0097/01/08/18/07/STCKT/VJ/000000000000377051,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp/PRODUCT,0097/01/08/18/07/STCKT/VL/000000000000377053,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Branded Jobber - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp/PRODUCT,0097/01/08/18/07/STCKT/VJ/000000000000377051,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp/PRODUCT,0097/01/08/18/07/STCKT/VN/000000000000377055,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Branded Jobber - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp/PRODUCT,0097/01/08/18/07/STCKT/VJ/000000000000377051,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp/PRODUCT,0097/01/08/18/07/STKTB/VJ/000000000000377051,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Branded Jobber - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp/PRODUCT,0097/01/08/18/07/STCKT/VJ/000000000000377051,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp/PRODUCT,0097/01/08/18/07/STKTB/VL/000000000000377053,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Branded Jobber - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp/PRODUCT,0097/01/08/18/07/STCKT/VJ/000000000000377051,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp/PRODUCT,0097/01/08/18/07/STKTB/VN/000000000000377055,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Branded Jobber - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp/PRODUCT,0097/01/08/18/07/STCKT/VJ/000000000000377051,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp/PRODUCT,0097/01/08/18/07/STKTN/VJ/000000000000377051,MIGRATION,UNIT_OFFSET,20240702 12:06:05
WoR - Branded Jobber - ZPST,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp/PRODUCT,0097/01/08/18/07/STCKT/VJ/000000000000377051,Sales_Org_ID/Dist_Chnl_ID/Price_Group_ID/ProdHier1_ID/MOT_ID/Pricing_DRC/MPG_ID/Product_ID,Sales_Org/Dist_Chnl/PRICE_GROUP/PRODHIER1/MOT/DRC/MatPriceGrp/PRODUCT,0097/01/08/18/07/STKTN/VL/000000000000377053,MIGRATION,UNIT_OFFSET,20240702 12:06:05
